epoch,accuracy,auc_2,learning_rate,loss,precision_2,recall_2,val_accuracy,val_auc_2,val_loss,val_precision_2,val_recall_2
0,0.38395988941192627,0.7563891410827637,0.0010000000474974513,2.424473285675049,0.4271811544895172,0.31353384256362915,0.44606855511665344,0.8128220438957214,1.5482226610183716,0.5548446178436279,0.30594757199287415
1,0.34375,0.7513020038604736,0.0010000000474974513,0.49964290857315063,0.4285714328289032,0.28125,0.4736842215061188,0.8534164428710938,0.6632840037345886,0.6666666865348816,0.42105263471603394
2,0.5129072666168213,0.8505038022994995,0.0010000000474974513,1.3309561014175415,0.6092247366905212,0.3889724314212799,0.4833669364452362,0.8517324924468994,1.3489454984664917,0.5949054956436157,0.36491936445236206
3,0.53125,0.8353677988052368,0.0010000000474974513,0.5407556295394897,0.6086956262588501,0.4375,0.42105263471603394,0.884810745716095,0.5871396660804749,0.6153846383094788,0.42105263471603394
4,0.5471177697181702,0.8734062314033508,0.0010000000474974513,1.1808468103408813,0.6550416946411133,0.4330826997756958,0.49243950843811035,0.8577250838279724,1.341041922569275,0.5653568506240845,0.3553427457809448
5,0.46875,0.833251953125,0.0010000000474974513,0.8256738781929016,0.5,0.34375,0.6842105388641357,0.9302863478660583,0.4820840656757355,0.800000011920929,0.42105263471603394
6,0.5610275864601135,0.8861281871795654,0.0010000000474974513,1.07974112033844,0.6579140424728394,0.44899749755859375,0.5751007795333862,0.9019113779067993,1.0894980430603027,0.7100873589515686,0.4506048262119293
7,0.375,0.8067220449447632,0.0010000000474974513,0.6717929244041443,0.42105263471603394,0.25,0.6842105388641357,0.9432132840156555,0.4218534231185913,0.8181818127632141,0.4736842215061188
8,0.5884711742401123,0.9033211469650269,0.0010000000474974513,0.9888144135475159,0.6995074152946472,0.48045113682746887,0.6199596524238586,0.9121943712234497,1.0548290014266968,0.7171787619590759,0.5176411271095276
9,0.5,0.8732909560203552,0.0010000000474974513,0.5129773616790771,0.625,0.46875,0.6842105388641357,0.9300554990768433,0.451120525598526,0.8571428656578064,0.6315789222717285
10,0.6003759503364563,0.9003773331642151,0.0010000000474974513,0.9611697793006897,0.687197208404541,0.4977443516254425,0.6396169066429138,0.9129969477653503,1.027849555015564,0.7445887327194214,0.5201612710952759
11,0.53125,0.8895670175552368,0.0010000000474974513,0.6111055612564087,0.6363636255264282,0.4375,0.6842105388641357,0.9136657118797302,0.5081626772880554,0.7857142686843872,0.5789473652839661
12,0.6065163016319275,0.9088826179504395,0.0010000000474974513,0.933631420135498,0.6893737316131592,0.5186716914176941,0.6154233813285828,0.9246664643287659,0.9510231614112854,0.7236652374267578,0.5055443644523621
13,0.53125,0.8954264521598816,0.00010000000474974513,0.43123263120651245,0.5416666865348816,0.40625,0.6315789222717285,0.9385965466499329,0.4246573746204376,0.8461538553237915,0.5789473652839661
14,0.6494987607002258,0.93082594871521,0.00010000000474974513,0.7382229566574097,0.7494479417800903,0.552882194519043,0.6698588728904724,0.9418928027153015,0.831760823726654,0.7894737124443054,0.5745967626571655
15,0.5,0.874349057674408,0.00010000000474974513,0.3062448799610138,0.6315789222717285,0.375,0.7368420958518982,0.9757617115974426,0.28036123514175415,0.8666666746139526,0.6842105388641357
16,0.6750626564025879,0.939545750617981,0.00010000000474974513,0.661715030670166,0.7735943794250488,0.5793232917785645,0.6839717626571655,0.944230318069458,0.8145339488983154,0.7878788113594055,0.5897177457809448
17,0.75,0.9678547978401184,0.00010000000474974513,0.28185802698135376,0.9200000166893005,0.71875,0.7368420958518982,0.9270545244216919,0.43789681792259216,0.800000011920929,0.6315789222717285
18,0.6909774541854858,0.947120189666748,0.00010000000474974513,0.6128948926925659,0.7871116399765015,0.6000000238418579,0.6814516186714172,0.9454188346862793,0.8035567998886108,0.7805519104003906,0.5987903475761414
19,0.59375,0.9261068105697632,0.00010000000474974513,0.23968829214572906,0.6538461446762085,0.53125,0.6842105388641357,0.9390581846237183,0.42141884565353394,0.800000011920929,0.6315789222717285
20,0.696616530418396,0.9480674266815186,0.00010000000474974513,0.6148660778999329,0.7821987867355347,0.6134085059165955,0.6769153475761414,0.9433982968330383,0.8202359676361084,0.7763243913650513,0.5982862710952759
21,0.71875,0.9611002802848816,1.0000000656873453e-05,0.35114866495132446,0.800000011920929,0.625,0.6315789222717285,0.9524469375610352,0.3805979788303375,0.7857142686843872,0.5789473652839661
22,0.6931077837944031,0.9488304853439331,1.0000000656873453e-05,0.587165117263794,0.790585994720459,0.6187970042228699,0.680443525314331,0.9446799159049988,0.809424638748169,0.7770534753799438,0.600806474685669
23,0.65625,0.9428710341453552,1.0000000656873453e-05,0.2980913519859314,0.7142857313156128,0.625,0.7368420958518982,0.9799169301986694,0.27795901894569397,0.9230769276618958,0.6315789222717285
24,0.7041353583335876,0.9507381319999695,1.0000000656873453e-05,0.5742819309234619,0.7942875623703003,0.6203007698059082,0.6824596524238586,0.9464673399925232,0.7972560524940491,0.7803128957748413,0.6033266186714172
