epoch,accuracy,auc_1,loss,lr,precision_1,recall_1,val_accuracy,val_auc_1,val_loss,val_precision_1,val_recall_1
0,0.3748112618923187,0.7469252347946167,2.2723300457000732,0.001,0.4153788983821869,0.28069955110549927,0.38256049156188965,0.7773516774177551,1.6785218715667725,0.44063079357147217,0.23941531777381897
1,0.5144690275192261,0.8561485409736633,1.297310471534729,0.001,0.6429539322853088,0.35820332169532776,0.47631049156188965,0.8295697569847107,1.4019657373428345,0.6285073161125183,0.2822580635547638
2,0.5310770273208618,0.8696645498275757,1.209167242050171,0.001,0.6518006920814514,0.3916708528995514,0.6219757795333862,0.9122005701065063,1.0227129459381104,0.7702020406723022,0.46118950843811035
3,0.5571212768554688,0.8857783675193787,1.1208893060684204,0.001,0.6766431927680969,0.43520382046699524,0.5403226017951965,0.8684793710708618,1.2438886165618896,0.6708746552467346,0.375
4,0.5815299153327942,0.8972530364990234,1.04123854637146,0.001,0.6857143044471741,0.46200302243232727,0.609375,0.9137689471244812,1.0091670751571655,0.7488038539886475,0.47328630089759827
5,0.5770004987716675,0.8937962055206299,1.0428115129470825,0.001,0.6822848320007324,0.4598641097545624,0.6224798560142517,0.9177699685096741,0.9905966520309448,0.7478598952293396,0.484375
6,0.5894564390182495,0.900842547416687,1.0116722583770752,0.001,0.6950302720069885,0.4768495261669159,0.5201612710952759,0.8643993139266968,1.2717994451522827,0.6394439339637756,0.3709677457809448
7,0.6051837205886841,0.9096066951751709,0.9418527483940125,0.001,0.7130590081214905,0.5015097856521606,0.664818525314331,0.9374157786369324,0.8635332584381104,0.7722772359848022,0.5504032373428345
8,0.6110971570014954,0.9160986542701721,0.8829191327095032,0.001,0.719525158405304,0.5109461545944214,0.6043346524238586,0.9124184250831604,1.0203030109405518,0.7322363257408142,0.49344757199287415
9,0.6337443590164185,0.9225429892539978,0.8359944820404053,0.001,0.7289624810218811,0.5427780747413635,0.6486895084381104,0.9221965074539185,0.9606539607048035,0.7494722008705139,0.5367943644523621
10,0.6503522992134094,0.928759753704071,0.7773447036743164,0.001,0.7434659600257874,0.5619023442268372,0.6502016186714172,0.9325157999992371,0.8946257829666138,0.7557252049446106,0.5488911271095276
11,0.6541268229484558,0.9321799874305725,0.7694095969200134,0.001,0.7441706657409668,0.5661801695823669,0.6854838728904724,0.9423503875732422,0.8245494961738586,0.775749683380127,0.5997983813285828
12,0.6522395610809326,0.9318935871124268,0.7535911202430725,0.001,0.7377908825874329,0.5664318203926086,0.6885080933570862,0.9397777318954468,0.8510033488273621,0.7701664566993713,0.6063507795333862
13,0.6620533466339111,0.9353141188621521,0.716567873954773,0.001,0.7442528605461121,0.5865626335144043,0.609375,0.9238260984420776,0.9592679142951965,0.681847333908081,0.5357862710952759
14,0.6517362594604492,0.9329449534416199,0.7148941159248352,0.001,0.737511932849884,0.5832914113998413,0.6507056355476379,0.9188340902328491,0.9939358830451965,0.7365591526031494,0.5524193644523621
15,0.6853296160697937,0.9446719288825989,0.6267775297164917,0.001,0.7622464895248413,0.6147458553314209,0.6965726017951965,0.943064272403717,0.82421875,0.7695679664611816,0.6194556355476379
16,0.6836940050125122,0.9418579936027527,0.6619186997413635,0.001,0.7547287940979004,0.607448399066925,0.6890121102333069,0.9403030276298523,0.8456558585166931,0.7798701524734497,0.6053427457809448
17,0.6886008977890015,0.9461016654968262,0.6208190321922302,0.001,0.7551113963127136,0.6226723790168762,0.7121976017951965,0.9476391673088074,0.7871723771095276,0.7833125591278076,0.6340726017951965
18,0.6960241794586182,0.948665201663971,0.6181699633598328,0.001,0.7711719870567322,0.6266985535621643,0.6144153475761414,0.9050918817520142,1.121629238128662,0.6782115697860718,0.5428427457809448
19,0.6766481995582581,0.9418010115623474,0.6251211762428284,0.001,0.744745671749115,0.6152490973472595,0.6955645084381104,0.9426600337028503,0.8333228230476379,0.7877419590950012,0.6154233813285828
20,0.6972500085830688,0.9486408233642578,0.579339861869812,0.001,0.7649186253547668,0.6345000267028809,0.6794354915618896,0.9319758415222168,0.9242376685142517,0.7467411756515503,0.6063507795333862
21,0.713764488697052,0.9539319276809692,0.5438294410705566,0.001,0.7757693529129028,0.6533719301223755,0.6779233813285828,0.9391219615936279,0.8687626123428345,0.7427184581756592,0.6169354915618896
22,0.7322596907615662,0.9602120518684387,0.48881781101226807,0.001,0.7899736762046814,0.6800453066825867,0.6859878897666931,0.945383608341217,0.8096411824226379,0.7615769505500793,0.6134072542190552
23,0.7474836707115173,0.9654971957206726,0.4282650351524353,0.000100000005,0.8137124180793762,0.6913688778877258,0.6955645084381104,0.9494701027870178,0.7801474332809448,0.7697489261627197,0.633568525314331
24,0.7600654363632202,0.9687061905860901,0.37523001432418823,0.000100000005,0.8165351748466492,0.7033215761184692,0.6980846524238586,0.9497820138931274,0.7813681364059448,0.7635053992271423,0.6411290168762207
